8
Finished Energy = -39.35713551
Pt -1.28921125 -1.10136  -1.82399125
Pt 1.90825875 1.12006  1.65942875
Pt -2.34596125 -0.430680000001  0.262988749998
Pt 1.00933874999 -0.895830000001  0.686158749998
Rh 1.46971875 2.31027999999  -0.363541250002
Rh -0.828421250002 -2.33013  0.245068749998
Rh -0.485551250002 1.01369999999  0.704418749998
Rh 0.561828749998 0.313959999999  -1.37053125
8
Finished Energy = -39.32760505
Pt 0.444858749999 -2.2625275  0.873242499998
Pt 0.160008749999 1.9256525  0.960232499998
Pt -0.676111250001 -1.8693675  -1.2028075
Pt -0.551351250001 -0.340257500002  2.0017825
Rh -0.222731250001 2.2664825  -1.4054175
Rh 0.739138749999 0.0647724999975  -1.6156175
Rh 1.58974875 -0.0871675000025  0.628802499998
Rh -1.48356125 0.302412499997  -0.240217500003
8
Finished Energy = -39.33014755
Pt -0.96680375 -1.41047375  0.49317625
Pt 1.35446625 1.59311625  -0.21446375
Pt -1.59278375 0.69765625  1.54070625
Pt 1.35332625 -0.80136375  0.66950625
Rh -1.02663375 -1.56651375  -1.91203375
Rh -0.94527375 0.82945625  -0.87667375
Rh 0.70077625 1.11733625  2.08703625
Rh 1.12292625 -0.45921375  -1.78725375
8
Finished Energy = -39.28296736
Pt 0.74832 -2.20085625  0.95609375
Pt 2.24862 -0.32831625  0.12169375
Pt 0.29798 1.04490375  -1.03476625
Pt 0.24318 0.30767375  1.42648375
Rh -0.87478 2.35100375  0.86459375
Rh 0.78337 -1.52514625  -1.48581625
Rh -1.19023 -0.86565625  -0.16017625
Rh -2.25646 1.21639375  -0.68810625
8
Finished Energy = -39.26422728
Pt -1.0933375 1.23074125  -2.07362875001
Pt 0.829932500001 -1.75590875  1.16767125
Pt -0.816427499999 1.21892125  0.303401249999
Pt -0.489537499999 -0.984038749998  -0.893998750001
Rh 1.1094725 0.419761250002  -2.36752875
Rh 1.45643250001 0.368081250002  -0.00248875000062
Rh 0.472972500001 0.389951250002  2.38270125
Rh -1.4695075 -0.887508749998  1.48387124999
8
Finished Energy = -39.33215325
Pt -0.150916250002 2.439745  -0.240326250002
Pt 1.07881375 0.288804999998  0.466933749998
Pt 0.176243749998 -2.036975  0.895253749998
Pt -0.951376250002 -0.785155000002  -0.850626250002
Rh -0.482716250002 -0.274565000002  2.40097375
Rh 1.40803375 -1.420615  -1.45084625
Rh 0.619603749998 0.907694999998  -1.94034625
Rh -1.69768625 0.881064999998  0.718983749998
8
Finished Energy = -39.28430636
Pt 1.65208 -1.53399  -0.220898750001
Pt -2.05200999999 -0.300300000001  -1.64905875001
Pt -1.69697 1.88203  -0.789308750001
Pt 2.01274 0.746979999999  0.703891249999
Rh -0.775679999999 -1.25152000001  0.148051249999
Rh -0.415899999999 0.977809999999  1.03299125
Rh 0.888620000001 -1.00615  2.14034125
Rh 0.387120000001 0.485139999999  -1.36600875
8
Finished Energy = -39.32230016
Pt -1.04541499999 -1.29585375  -2.13835375
Pt 0.435405 1.23090625  2.09413625
Pt -1.523475 1.01862624999  -2.04293375
Pt -0.667455 -1.35559375  0.215116249998
Rh 0.834295 -1.17656375  2.00762625
Rh 2.26931499999 0.346586249997  0.694766249998
Rh 0.764855 0.207536249998  -1.13476375001
Rh -1.06752500001 1.02435625  0.304406249998
8
Finished Energy = -39.19828794
Pt 1.50009375 -1.390715  -0.824375
Pt 0.70226375 -0.463505  1.304335
Pt -0.99669625 1.513905  0.945795
Pt -1.34696625 0.439885  -1.404195
Rh -0.73420625 -1.922405  -1.447065
Rh 0.93567375 0.994325  -0.742335
Rh 1.51772375 1.849795  1.506595
Rh -1.57788625 -1.021285  0.661245
8
Finished Energy = -39.32957234
Pt -0.97354375 -1.34215375  -1.888315
Pt 1.70747625 1.77578625  -0.154275
Pt 0.96810625 0.59745625  1.927055
Pt -1.78671375 -0.89095375  0.308255
Rh -0.12527375 -1.55668375  1.914845
Rh 0.92315625 -0.70017375  -0.256135
Rh 0.03715625 0.83395625  -2.050685
Rh -0.75036375 1.28276625  0.199255
